section,descriçao,Tipo,valor,quartos,banheiros,metros_quadrados,vagas_carro,cidade,bairro,data de postagem
46,Casa com 3 quartos em excelente localização em Eusébio - Epic Residence.,casa,349.000,3,3,93,,Eusébio,,26-08-2024  16:17
47,Casa de alto padrão com 5 suítes na Cidade Alpha,casa,1.790.000,5,5,252,,Eusébio,,26-08-2024  16:17
48,Lindas Casas Planas C/ 3 Quartos No Bandeirantes; Proximo Ao Mix Mateus! Cód. 1UT2BGC,casa,210.000,3,2,90,,Maracanaú, Jardim Bandeirantes,26-08-2024  16:16
49,Ampla casa duplex com 4 suítes no Jardins Ibiza - Eusébio,casa,1.900.000,4,5,240,,Eusébio,,26-08-2024  16:16
50,Belíssima casa porteira fechada de alto padrão no Jardins Ibiza.,casa,5.800.000,3,4,400,,Eusébio,,26-08-2024  16:16
51,Imóvel para venda possui 200 metros quadrados com 4 quartos em Cambeba - Fortaleza - CE,casa,640.000,4,4,190,,Fortaleza, Cambeba,26-08-2024  16:14
52,Belíssima casa no Jardins Ibiza com 3 suítes.,casa,2.400.000,3,4,300,,Eusébio,,26-08-2024  16:13
53,Excelente casa em condomínio Jardins do lago com 4 suítes,casa,1.390.000,4,5,248,,Eusébio,,26-08-2024  16:13
54,Excelente casa com ponto comercial na Cidade dos Funcionários!,casa,940.000,4,3,250,,Fortaleza, Cidade dos Funcionários,26-08-2024  16:13
1,Casa Nova à Venda em Quixadá Ce,casa,298.000,3,2,99,,Quixadá, Combate,26-08-2024  10:06
2,Casa - Pq Iracema Maranguape-CE,casa,300.000,3,2,318,,Maranguape, Parque Iracema,26-08-2024  07:42
3,VENDO CASA COM MOVEIS PROJETADO,casa,78.000,3,2,80,,Maracanaú, Pajuçara,26-08-2024  07:03
4,EXCELENTE CASA EM CONDOMÍNIO EM ANTÔNIO BEZERRA PROX AV MISTER HULL,casa,275.000,2,1,50,,Fortaleza, Antônio Bezerra,25-08-2024  21:04
5,Excelente casa plana com 3 suítes em Sapiranga,casa,470.000,3,3,120,,Fortaleza, Sapiranga-Coité,26-08-2024  16:12
6,Ampla casa no Alphaville Terras 1 com 3 suítes!,casa,1.250.000,3,4,169,,Eusébio,,26-08-2024  16:12
7,Belíssima casa de alto padrão com 6 suítes em Eusébio - Azur condomínio,casa,4.500.000,5,5,380,,Eusébio,,26-08-2024  16:11
8,Excelente casa duplex com 3 suítes,casa,690.000,3,4,190,,Fortaleza, São Bento,26-08-2024  16:11
9,OPORTUNIDADE - Ampla casa com 4 quartos no Jardins Ibiza,casa,2.000.000,4,5,317,,Eusébio,,26-08-2024  16:09
10,"Imóvel perfeito com entrada a parti de R$ 22,500",casa,23.500,3,2,260,,Fortaleza, Vicente Pinzon,26-08-2024  16:09
11,Excelente casa com piscina privativa no Porto das Dunas,casa,410.000,2,3,240,,Aquiraz,,26-08-2024  16:09
12,Casa ampla com 4 suítes e vista mar no Porto das Dunas,casa,1.200.000,4,5,350,,Aquiraz,,26-08-2024  16:08
13,Excelente casa duplex com 3 suítes no bairro Sapiranga,casa,750.000,3,4,145,,Fortaleza, Sapiranga-Coité,26-08-2024  16:07
14,LANÇAMENTO - Casa com 4 suítes em Eusébio!,casa,589.000,4,5,140,,Eusébio,,26-08-2024  16:07
15,LANÇAMENTO - Casa duplex em Eusébio com 4 quartos.,casa,629.900,4,4,134,,Eusébio,,26-08-2024  16:07
16,Ampla casa duplex com 3 suítes em Bossa Nova Residence - Eusébio.,casa,613.662,3,3,118,,Eusébio,,26-08-2024  16:06
17,Linda casa com 4 suítes com excelente localização em Eusébio - Creta Residence,casa,651.000,4,4,149,,Eusébio,,26-08-2024  16:05
18,Casa com 3 quartos em excelente localização em Eusébio - Epic Residence.,casa,349.000,3,3,93,,Eusébio,,26-08-2024  16:05
19,Casa de alto padrão com 5 suítes na Cidade Alpha,casa,1.790.000,5,5,252,,Eusébio,,26-08-2024  16:05
20,Belíssima casa no Jardins Ibiza com 3 suítes.,casa,2.400.000,3,4,300,,Eusébio,,26-08-2024  16:04
21,Excelente casa em condomínio Jardins do lago com 4 suítes,casa,1.390.000,4,5,248,,Eusébio,,26-08-2024  16:04
22,Excelente casa com ponto comercial na Cidade dos Funcionários!,casa,940.000,4,3,250,,Fortaleza, Cidade dos Funcionários,26-08-2024  16:04
23,Excelente casa plana com 3 suítes em Sapiranga,casa,470.000,3,3,120,,Fortaleza, Sapiranga-Coité,26-08-2024  16:03
24,Vendo linda casa de praia! Escriturada!,casa,165.000,2,2,88,1,Beberibe,,26-08-2024  16:03
25,Belíssima casa de alto padrão com 6 suítes em Eusébio - Azur condomínio,casa,4.500.000,5,5,380,,Eusébio,,26-08-2024  16:02
26,Excelente casa duplex com 3 suítes,casa,690.000,3,4,190,,Fortaleza, São Bento,26-08-2024  16:02
27,Belíssima casa de alto padrão no Jardins Ibiza com 4 quartos.,casa,2.330.000,4,4,302,,Eusébio,,26-08-2024  16:02
28,OPORTUNIDADE - Ampla casa com 4 quartos no Jardins Ibiza,casa,2.000.000,4,5,317,,Eusébio,,26-08-2024  16:01
29,Excelente casa com piscina privativa no Porto das Dunas,casa,410.000,2,3,240,,Aquiraz,,26-08-2024  16:01
30,Casa ampla com 4 suítes e vista mar no Porto das Dunas,casa,1.200.000,4,5,350,,Aquiraz,,26-08-2024  16:00
31,Excelente casa duplex com 3 suítes no bairro Sapiranga,casa,750.000,3,4,145,,Fortaleza, Sapiranga-Coité,26-08-2024  16:00
32,LANÇAMENTO - Casa com 4 suítes em Eusébio!,casa,589.000,4,5,140,,Eusébio,,26-08-2024  15:58
33,LANÇAMENTO - Casa duplex em Eusébio com 4 quartos.,casa,629.900,4,4,134,,Eusébio,,26-08-2024  15:58
34,"Casa com ""zero"" de entrada",casa,165.000,3,2,,,Fortaleza, Bonsucesso,26-08-2024  15:56
35,DUPLEX EM CONDOMINIO VANCOUVER - 04 SUITES - COITE - EUSEBIO -CE,casa,950.000,4,5,230,,Eusébio,,26-08-2024  15:49
36,Imóvel para venda com 106 metros quadrados com 3 quartos em Pires Façanha - Eusébio - CE,casa,420.000,3,1,106,,Eusébio,,26-08-2024  15:45
37,RQ:Imóvel para venda possui 90 metros quadrados com 3 quartos em Ancuri - Itaitinga - CE,casa,190.000,3,2,90,,Itaitinga,,26-08-2024  15:44
38,casa eusebio luk,casa,15.700,3,3,350,,Eusébio, Coaçu,26-08-2024  15:38
39,RQ:Imóvel para venda com 79 metros quadrados com 2 quartos em Gereraú - Itaitinga - CE,casa,160.000,2,1,79,,Itaitinga,,26-08-2024  15:31
40,casa no aquiraz Luk,casa,23.600,3,3,350,,Eusébio, Coaçu,26-08-2024  15:28
41,RQ:Imóvel para venda tem 90 metros quadrados com 2 quartos em Ancuri - Itaitinga - CE,casa,190.000,2,2,90,,Itaitinga,,26-08-2024  15:27
42,Casa duplex com varanda,casa,450.000,4,5,174,,Fortaleza, Montese,26-08-2024  15:25
43,"Espetacular casa em condomínio, com 245 m2, projetada, 5 suítes, à venda no José de Alenca",casa,1.390.000,5,5,245,,Fortaleza, José de Alencar,26-08-2024  15:22
44,"CD 116, Messejana, Condomínio Magna Villaris, casa duplex com 02 suítes, piscina",casa,229.000,2,3,70,,Fortaleza, Parque Santa Maria,26-08-2024  15:21
45,Venda de terreno,casa,90.000,,,,,Fortaleza, Vila Velha,26-08-2024  15:16
46,"Sua casa, sua família, sua vida",casa,2.300.230,4,5,300,,Eusébio,,26-08-2024  15:12
47,Casa plana na planta no Eusébio com 2 suítes,casa,300.033,2,2,66,,Eusébio,,26-08-2024  15:12
48,Casa plana em rua privativa no Eusébio em localização mais que especial,casa,499.999,3,3,90,,Eusébio,,26-08-2024  15:12
49,Última unidade disponivel dessa linda casa plana que é uma oportunidade no Eusébio,casa,399.000,3,3,107,,Eusébio,,26-08-2024  15:12
50,Vendo casa com piscina próximo à praia de Paracuru,casa,600.000,4,5,,,Paracuru,,26-08-2024  15:12
51,"Vendo imóvel com 1.128m2 de área total, vista pro mar em frente ao hospital de Paracuru.",casa,580.000,2,2,1128,,Paracuru,,26-08-2024  15:11
52,Vendo duplex de luxo com três quartos no Paracuru.,casa,390.000,3,3,110,,Paracuru,,26-08-2024  15:11
53,Casa nova pela Minha Casa minha vida com lote vizinho próximo ao fórum de Paracuru.,casa,160.000,2,2,,,Paracuru,,26-08-2024  15:10
54,Casa de luxo com três suítes no Paracuru Beach,casa,300.000,3,3,90,,Paracuru,,26-08-2024  15:10
1,Casa na vila Pery,casa,500.000,3,2,,,Fortaleza, Parangaba,25-08-2024  20:18
2,Casa Travessa Juarita Mendes Quintino Cunha,casa,28.900,,,,,Fortaleza, Quintino Cunha,25-08-2024  18:18
3,"Duplex em condominio- Encontre, conforto, luxo e exclusividade",casa,1.500.000,5,5,241,,Aquiraz,,25-08-2024  16:05
4,Terras Alphaville Ceará 3,casa,1.790.000,5,5,252,,Eusébio, Coaçu,25-08-2024  15:30
5,Casa pronta murada com piscina e amplo espaço verde. Paracuru,casa,400.000,3,3,150,,Paracuru,,26-08-2024  15:09
6,Linda casa alto padrão no Ocean Garden com lazer completo!,casa,2.290.000,4,4,251,,Aquiraz,,26-08-2024  15:04
7,Linda e ampla casa no Porto das Dunas com 2 suítes,casa,650.000,2,3,119,,Aquiraz,,26-08-2024  15:04
8,Casa mobiliada e nascente no Alphaville Eusébio com 3 suítes,casa,3.300.000,4,4,372,,Eusébio,,26-08-2024  15:04
9,Excelente casa duplex em Eusébio com 3 suítes,casa,450.000,3,3,98,,Eusébio,,26-08-2024  15:04
10,Belíssima casa na Cidade Alpha com 4 suítes,casa,1.800.000,4,4,272,,Eusébio,,26-08-2024  15:03
11,Belíssima casa no Porto das Dunas com piscina privativa,casa,980.000,4,3,280,,Aquiraz,,26-08-2024  15:03
12,Linda casa com 4 suítes e piscina privativa na Cidade Alpha,casa,1.680.000,4,5,253,,Eusébio,,26-08-2024  15:03
13,"Cidade Alpha casa com 05 suítes mais Dce , piscina privativa Eusébio- Ceará",casa,2.790.000,5,2,406,,Eusébio,,26-08-2024  15:03
14,Casa de condomínio para venda com 300 metros quadrados com 4 quartos em Pires Façanha - Eu,casa,2.900.000,4,2,300,,Eusébio, Pires Façanha,26-08-2024  15:02
15,Cidade alpha casa Duplex com 04 suítes mais Dce completa e piscina privativa,casa,1.700.000,5,2,250,,Eusébio,,26-08-2024  15:02
16,Casa de condomínio para venda tem 235 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.500.000,4,2,235,,Eusébio,,26-08-2024  15:02
17,Casa de condomínio para venda tem 245 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.700.000,4,1,245,,Eusébio,,26-08-2024  15:02
18,Casa de condomínio para venda tem 135 metros quadrados com 3 quartos em Autódromo - Eusébi,casa,520.000,3,1,135,,Eusébio,,26-08-2024  15:02
19,Casa de condomínio100% mobiliada paraluguel e venda com 260 m2 4 suítes e piscina privativ,casa,1.590.000,4,2,260,,Eusébio,,26-08-2024  15:02
20,"Soalris Vitta, Eusébio, 191m2, 4 Suítes, Piscina, Hidro e Kit de Energia Solar",casa,999.990,4,4,191,,Eusébio,,26-08-2024  15:01
21,Casa de condomínio para venda possui 290 metros quadrados com 4 quartos,casa,2.200.000,4,2,290,,Eusébio,,26-08-2024  15:01
22,Casa de condomínio para venda tem 270 metros quadrados com 4 quartos,casa,1.390.000,4,2,270,,Fortaleza, José de Alencar,26-08-2024  15:00
23,Casa de condomínio para venda tem 254 metros quadrados com 4 quartos em Centro - Eusébio -,casa,1.390.000,4,2,254,,Eusébio,,26-08-2024  15:00
24,Casa de condomínio para venda com 270 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.350.000,4,2,270,,Eusébio,,26-08-2024  15:00
25,Casa de condomínio para venda possui 367 metros quadrados com 5 quartos,casa,2.750.000,5,1,367,,Eusébio,,26-08-2024  15:00
26,Casa Nova recém construída com 04 suítes e piscina privativa - Cidade Alpha - Eusébio - CE,casa,1.690.000,4,2,252,,Eusébio,,26-08-2024  15:00
27,Casa para venda com 102 metros quadrados com 3 quartos em Coité - Eusébio - CE,casa,450.000,3,1,102,,Eusébio,,26-08-2024  15:00
28,"Casa Poente Cidade Alpha 267 m2 , 4 suítes , projeto iluminotecnico ok",casa,1.690.000,4,2,267,,Eusébio,,26-08-2024  15:00
29,Casa de condomínio para venda possui 165 metros quadrados com 3 quartos,casa,1.300.000,3,1,165,,Eusébio,,26-08-2024  15:00
30,Casa na Cidade Alpha com valor de oportunidade com 04 suítes e piscina privativa,casa,1.500.000,4,1,207,,Eusébio,,26-08-2024  14:59
31,Casa de esquina na Cidade Alpha com 4 suítes e piscina privativa e móveis Fixos - Eusébio,casa,1.650.000,4,1,230,,Eusébio,,26-08-2024  14:59
32,Cidade Alpha Duplex com piscina privativa e 4 suites amplas - Eusébio - CE,casa,1.490.000,4,2,260,,Eusébio,,26-08-2024  14:59
33,Casa Duplex sem vizinho de fundo 258 m2 e 4 suítes e piscina privativa Cidade Alpha - Eusé,casa,1.700.000,4,2,258,,Eusébio,,26-08-2024  14:59
34,Casa de condomínio para venda tem 220 metros quadrados com 4 quartos em Urucunema - Eusébi,casa,1.350.000,4,1,220,,Eusébio,,26-08-2024  14:59
35,Casa de condomínio para venda com 180 metros quadrados com 3 quartos em Urucunema - Eusébi,casa,1.100.000,3,1,180,,Eusébio,,26-08-2024  14:58
36,Casa Duplex Mobiliada em condomínio fechado na Maraponga com 04 suítes,casa,1.749.000,4,1,250,,Fortaleza, Jardim Cearense,26-08-2024  14:58
37,Casa para venda com 120 metros quadrados com 3 quartos no - Eusébio - CE,casa,415.000,3,1,120,,Eusébio,,26-08-2024  14:58
38,Cidade Alpha Residencial Ceará com valor de Oportunidade com 04 suítes e área de Lazer,casa,2.490.000,4,2,296,,Eusébio,,26-08-2024  14:58
39,"Casa Mobiliada Capa de revista com 04 suítes e escritório, piscina privativa lote de 525 m",casa,3.900.000,5,2,390,,Eusébio,,26-08-2024  14:58
40,Casa de condomínio para venda com 262 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.890.000,4,2,262,,Eusébio,,26-08-2024  14:58
41,Casa de condomínio para venda tem 320 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,2.790.000,4,2,320,,Eusébio,,26-08-2024  14:58
42,Casa de condomínio para venda possui 318 m2 04 suítes com closet e piscina privativa,casa,1.890.000,4,2,318,,Eusébio,,26-08-2024  14:57
43,Casa de luxo com 04 suítes sem vizinho em Cidade Alpha - Eusébio - CE,casa,1.590.000,4,2,272,,Eusébio,,26-08-2024  14:57
44,Imóvel para venda possui 270 metros quadrados com 4 quartos em Coacu - Eusébio - CE,casa,2.100.000,4,1,270,,Eusébio,,26-08-2024  14:57
